FECHA (YYMMDD);HORA (HHMM);
190220;0;6
190221;0;4
190222;0;2
190223;0;4
190224;0;4
190225;0;8
190226;0;7
190227;0;7
190228;0;11
190301;0;7
190302;0;5
190303;0;6
190304;0;9
190305;0;14
190306;0;10
190307;0;5
190308;0;7
190309;0;8
190310;0;22
190311;0;10
190312;0;13
190313;0;11
190314;0;12
190315;0;10
190316;0;6
190317;0;5
190318;0;8
190319;0;12
190320;0;10
190321;0;5
190322;0;6
190323;0;12
190324;0;9
190325;0;17
190326;0;27
190327;0;19
190328;0;22
190329;0;24
190330;0;32
190331;0;17
190401;0;12
190402;0;11
190403;0;12
190404;0;16
190405;0;22
190406;0;19
190407;0;18
190408;0;11
190409;0;14
190410;0;11
190411;0;16
190412;0;14
190413;0;11
190414;0;37
190415;0;30
190416;0;30
190417;0;18
190418;0;23
190419;0;28
190420;0;52
190421;0;40
190422;0;25
190423;0;31
190424;0;79
190425;0;66
190426;0;45
190427;0;42
190428;0;25
190429;0;22
190430;0;40
190501;0;12
190502;0;11
190503;0;5
190504;0;14
190505;0;13
190506;0;10
190507;0;13
190508;0;15
190509;0;26
190510;0;35
190511;0;18
190512;0;28
190513;0;37
190514;0;64
190515;0;78
190516;0;56
190517;0;27
190518;0;46
190519;0;64
190520;0;70
190521;0;106
190522;0;88
190523;0;59
190524;0;111
190525;0;124
190526;0;97
190527;0;68
190528;0;89
190529;0;24
190530;0;7
190531;0;7
190601;0;12
190602;0;17
190603;0;45
190604;0;11
190605;0;13
190606;0;28
190607;0;32
190608;0;26
190609;0;16
190610;0;59
190611;0;83
190612;0;53
190613;0;25
190614;0;72
190615;0;90
190616;0;57
190617;0;87
190618;0;38
190619;0;118
190620;0;84
190621;0;33
190622;0;38
190623;0;18
190624;0;25
190625;0;16
190626;0;13
190627;0;38
190628;0;34
190629;0;30
190630;0;31
190701;0;46
190702;0;20
190703;0;23
190704;0;50
190705;0;70
190706;0;44
190707;0;12
190708;0;9
190709;0;6
190710;0;17
190711;0;19
190712;0;11
190713;0;16
190714;0;25
190715;0;84
190716;0;35
190717;0;17
190718;0;46
190719;0;28
190720;0;9
190721;0;16
190722;0;107
190723;0;127
190724;0;105
190725;0;36
190726;0;81
190727;0;108
190728;0;19
190729;0;12
190730;0;13
190731;0;15
190801;0;33
190802;0;86
190803;0;123
190804;0;76
190805;0;19
190806;0;34
190807;0;44
190808;0;30
190809;0;57
190810;0;23
190811;0;13
190812;0;62
190813;0;74
190814;0;54
190815;0;35
190816;0;17
190817;0;10
190818;0;24
190819;0;35
190820;0;37
190821;0;34
190822;0;59
190823;0;33
190824;0;22
190825;0;19
190826;0;NA
190827;0;15
190828;0;21
190829;0;18
190830;0;22
190831;0;25
190901;0;26
190902;0;22
190903;0;39
190904;0;48
190905;0;36
190906;0;29
190907;0;24
190908;0;12
190909;0;21
190910;0;36
190911;0;36
190912;0;31
190913;0;23
190914;0;11
190915;0;14
190916;0;27
190917;0;14
190918;0;12
190919;0;21
190920;0;22
190921;0;25
190922;0;26
190923;0;14
190924;0;14
190925;0;9
190926;0;15
190927;0;14
190928;0;15
190929;0;13
190930;0;13
191001;0;27
191002;0;26
191003;0;17
191004;0;19
191005;0;29
191006;0;14
191007;0;15
191008;0;23
191009;0;22
191010;0;12
191011;0;17
191012;0;19
191013;0;11
191014;0;15
191015;0;12
191016;0;22
191017;0;12
191018;0;18
191019;0;16
191020;0;13
191021;0;12
191022;0;13
191023;0;14
191024;0;7
191025;0;14
191026;0;7
191027;0;12
191028;0;7
191029;0;16
191030;0;15
191031;0;11
191101;0;10
191102;0;15
191103;0;6
191104;0;9
191105;0;13
191106;0;8
191107;0;11
191108;0;8
191109;0;10
191110;0;7
191111;0;6
191112;0;5
191113;0;5
191114;0;10
191115;0;7
191116;0;7
191117;0;5
191118;0;7
191119;0;6
191120;0;5
191121;0;5
191122;0;11
191123;0;10
191124;0;7
191125;0;9
191126;0;8
191127;0;7
191128;0;7
191129;0;10
191130;0;8
191201;0;5
191202;0;5
191203;0;8
191204;0;7
191205;0;6
191206;0;6
191207;0;6
191208;0;5
191209;0;5
191210;0;5
191211;0;6
191212;0;7
191213;0;4
191214;0;6
191215;0;6
191216;0;7
191217;0;5
191218;0;NA
191219;0;6
191220;0;8
191221;0;6
191222;0;5
191223;0;5
191224;0;5
191225;0;6
191226;0;5
191227;0;6
191228;0;5
191229;0;7
191230;0;6
191231;0;7
200101;0;7
200102;0;6
200103;0;4
200104;0;5
200105;0;4
200106;0;4
200107;0;5
200108;0;5
200109;0;4
200110;0;3
200111;0;3
200112;0;4
200113;0;4
200114;0;4
200115;0;7
200116;0;6
200117;0;7
200118;0;7
200119;0;8
200120;0;7
200121;0;4
200122;0;2
200123;0;3
200124;0;6
200125;0;5
200126;0;4
200127;0;6
200128;0;4
200129;0;6
200130;0;5
200131;0;3
200201;0;4
200202;0;6
200203;0;6
200204;0;3
200205;0;5
200206;0;4
200207;0;5
200208;0;6
200209;0;6
200210;0;5
200211;0;6
200212;0;4
200213;0;4
200214;0;NA
200215;0;NA
200216;0;3
200217;0;4
200218;0;4
200219;0;5
200220;0;6
200221;0;12
200222;0;26
200223;0;7
200224;0;4
200225;0;5
200226;0;8
200227;0;7
200228;0;6
200229;0;7
200301;0;8
200302;0;5
200303;0;6
200304;0;4
200305;0;3
200306;0;6
200307;0;4
200308;0;5
200309;0;5
200310;0;5
200311;0;5
200312;0;5
200313;0;19
200314;0;11
200315;0;6
200316;0;6
200317;0;6
200318;0;6
200319;0;8
200320;0;9
200321;0;8
200322;0;16
200323;0;26
200324;0;7
200325;0;5
200326;0;8
200327;0;5
200328;0;13
200329;0;14
200330;0;8
200331;0;10
200401;0;10
200402;0;9
200403;0;7
200404;0;8
200405;0;17
200406;0;18
200407;0;16
200408;0;25
200409;0;19
200410;0;19
200411;0;9
200412;0;30
200413;0;48
200414;0;55
200415;0;76
200416;0;47
200417;0;25
200418;0;10
200419;0;19
200420;0;34
200421;0;44
200422;0;71
200423;0;44
200424;0;7
200425;0;8
200426;0;12
200427;0;13
200428;0;49
200429;0;49
200430;0;62
200501;0;66
200502;0;34
200503;0;24
200504;0;36
200505;0;55
200506;0;47
200507;0;72
200508;0;44
200509;0;11
200510;0;28
200511;0;56
200512;0;66
200513;0;62
200514;0;45
200515;0;30
200516;0;18
200517;0;48
200518;0;28
200519;0;38
200520;0;68
200521;0;72
200522;0;85
200523;0;99
200524;0;44
200525;0;49
200526;0;46
200527;0;35
200528;0;47
200529;0;80
200530;0;135
200531;0;106
200601;0;108
200602;0;101
200603;0;111
200604;0;96
200605;0;74
200606;0;52
200607;0;41
200608;0;38
200609;0;22
200610;0;11
200611;0;15
200612;0;43
200613;0;64
200614;0;105
200615;0;30
200616;0;27
200617;0;38
200618;0;10
200619;0;20
200620;0;18
200621;0;30
200622;0;34
200623;0;30
200624;0;28
200625;0;49
200626;0;22
200627;0;35
200628;0;11
200629;0;42
200630;0;12
200701;0;38
200702;0;63
200703;0;32
200704;0;33
200705;0;69
200706;0;99
200707;0;32
200708;0;35
200709;0;11
200710;0;22
200711;0;15
200712;0;26
200713;0;81
200714;0;91
200715;0;137
200716;0;85
200717;0;14
200718;0;17
200719;0;17
200720;0;19
200721;0;18
200722;0;55
200723;0;58
200724;0;34
200725;0;7
200726;0;12
200727;0;69
200728;0;92
200729;0;91
200730;0;45
200731;0;29
200801;0;26
200802;0;58
200803;0;42
200804;0;39
200805;0;24
200806;0;59
200807;0;92
200808;0;69
200809;0;27
200810;0;46
200811;0;56
200812;0;53
200813;0;17
200814;0;24
200815;0;29
200816;0;33
200817;0;27
200818;0;56
200819;0;60
200820;0;40
200821;0;64
200822;0;98
200823;0;24
200824;0;12
200825;0;6
200826;0;9
200827;0;16
200828;0;36
200829;0;95
200830;0;64
200831;0;50
200901;0;61
200902;0;37
200903;0;48
200904;0;94
200905;0;82
200906;0;54
200907;0;34
200908;0;22
200909;0;22
200910;0;32
200911;0;32
200912;0;35
200913;0;47
200914;0;32
200915;0;19
200916;0;16
200917;0;29
200918;0;48
200919;0;39
200920;0;22
200921;0;12
200922;0;19
200923;0;29
200924;0;29
200925;0;41
200926;0;20
200927;0;20
200928;0;17
200929;0;9
200930;0;22
201001;0;34
201002;0;25
201003;0;42
201004;0;31
201005;0;40
201006;0;36
201007;0;33
201008;0;22
201009;0;14
201010;0;11
201011;0;12
201012;0;9
201013;0;7
201014;0;10
201015;0;11
201016;0;16
201017;0;15
201018;0;14
201019;0;13
201020;0;10
201021;0;10
201022;0;12
201023;0;11
201024;0;25
201025;0;23
201026;0;18
201027;0;8
201028;0;14
201029;0;13
201030;0;11
201031;0;6
201101;0;6
201102;0;8
201103;0;8
201104;0;9
201105;0;9
201106;0;5
201107;0;7
201108;0;6
201109;0;7
201110;0;7
201111;0;7
201112;0;4
201113;0;9
201114;0;10
201115;0;7
201116;0;6
201117;0;6
201118;0;5
201119;0;4
201120;0;16
201121;0;9
201122;0;8
201123;0;8
201124;0;11
201125;0;10
201126;0;11
201127;0;5
201128;0;6
201129;0;6
201130;0;5
201201;0;6
201202;0;5
201203;0;7
201204;0;8
201205;0;9
201206;0;6
201207;0;4
201208;0;6
201209;0;6
201210;0;6
201211;0;8
201212;0;5
201213;0;6
201214;0;6
201215;0;6
201216;0;5
201217;0;5
201218;0;5
201219;0;3
201220;0;3
201221;0;4
201222;0;3
201223;0;4
201224;0;4
201225;0;3
201226;0;3
201227;0;2
201228;0;3
201229;0;4
201230;0;5
201231;0;5
210101;0;7
210102;0;5
210103;0;5
210104;0;6
210105;0;10
210106;0;6
210107;0;4
210108;0;5
210109;0;6
210110;0;4
210111;0;4
210112;0;5
210113;0;5
210114;0;5
210115;0;4
210116;0;3
210117;0;4
210118;0;3
210119;0;4
210120;0;5
210121;0;3
210122;0;4
210123;0;3
210124;0;5
210125;0;4
210126;0;4
210127;0;3
210128;0;8
210129;0;3
210130;0;2
210131;0;3
210201;0;6
210202;0;5
210203;0;6
210204;0;7
210205;0;11
210206;0;6
210207;0;6
210208;0;6
210209;0;7
210210;0;9
210211;0;3
210212;0;4
210213;0;6
210214;0;5
210215;0;6
210216;0;6
210217;0;5
210218;0;7
210219;0;6
210220;0;6
210221;0;4
210222;0;4
210223;0;5
210224;0;6
210225;0;5
210226;0;3
210227;0;4
210228;0;3
210301;0;2
210302;0;4
210303;0;4
210304;0;4
210305;0;8
210306;0;4
210307;0;4
210308;0;4
210309;0;9
210310;0;14
210311;0;8
210312;0;5
210313;0;8
210314;0;10
210315;0;9
210316;0;11
210317;0;10
210318;0;12
210319;0;13
210320;0;10
210321;0;10
210322;0;9
210323;0;6
210324;0;8
210325;0;12
210326;0;14
210327;0;12
210328;0;8
210329;0;14
210330;0;11
210331;0;8
210401;0;4
210402;0;7
210403;0;25
210404;0;30
210405;0;9
210406;0;19
210407;0;19
210408;0;18
210409;0;22
210410;0;28
210411;0;19
210412;0;17
210413;0;6
210414;0;9
210415;0;16
210416;0;18
210417;0;33
210418;0;33
210419;0;15
210420;0;12
210421;0;13
210422;0;32
210423;0;34
210424;0;21
210425;0;24
210426;0;19
210427;0;29
210428;0;21
210429;0;38
210430;0;26
210501;0;9
210502;0;37
210503;0;94
210504;0;79
210505;0;101
210506;0;101
210507;0;85
210508;0;40
210509;0;28
210510;0;41
210511;0;106
210512;0;109
210513;0;102
210514;0;78
210515;0;47
210516;0;77
210517;0;144
210518;0;44
210519;0;15
210520;0;24
210521;0;29
210522;0;58
210523;0;53
210524;0;13
210525;0;16
210526;0;16
210527;0;11
210528;0;15
210529;0;51
210530;0;22
210531;0;6
210601;0;16
210602;0;29
210603;0;15
210604;0;40
210605;0;50
210606;0;48
210607;0;22
210608;0;26
210609;0;23
210610;0;NA
210611;0;NA
210612;0;21
210613;0;76
210614;0;87
210615;0;66
210616;0;140
210617;0;153
210618;0;83
210619;0;79
210620;0;75
210621;0;35
210622;0;14
210623;0;12
210624;0;33
210625;0;66
210626;0;57
210627;0;89
210628;0;101
210629;0;157
210630;0;117
210701;0;77
210702;0;46
210703;0;56
210704;0;47
210705;0;53
210706;0;17
210707;0;32
210708;0;23
210709;0;28
210710;0;80
210711;0;127
210712;0;113
210713;0;64
210714;0;30
210715;0;33
210716;0;41
210717;0;104
210718;0;152
210719;0;71
210720;0;65
210721;0;29
210722;0;27
210723;0;49
210724;0;39
210725;0;28
210726;0;76
210727;0;98
210728;0;125
210729;0;139
210730;0;54
210731;0;109
210801;0;84
210802;0;34
210803;0;39
210804;0;65
210805;0;30
210806;0;33
210807;0;38
210808;0;54
210809;0;89
210810;0;81
210811;0;75
210812;0;72
210813;0;39
210814;0;38
210815;0;34
210816;0;13
210817;0;15
210818;0;21
210819;0;11
210820;0;14
210821;0;6
210822;0;20
210823;0;68
210824;0;63
210825;0;12
210826;0;22
210827;0;16
210828;0;9
210829;0;27
210830;0;18
210831;0;34
210901;0;41
210902;0;29
210903;0;24
210904;0;13
210905;0;24
210906;0;15
210907;0;28
210908;0;36
210909;0;28
210910;0;32
210911;0;14
210912;0;13
210913;0;38
210914;0;31
210915;0;32
210916;0;29
210917;0;20
210918;0;29
210919;0;29
210920;0;35
210921;0;25
210922;0;20
210923;0;28
210924;0;20
210925;0;14
210926;0;22
210927;0;23
210928;0;22
210929;0;21
210930;0;10
211001;0;10
211002;0;25
211003;0;48
211004;0;19
211005;0;26
211006;0;29
211007;0;17
211008;0;21
211009;0;11
211010;0;16
211011;0;15
211012;0;18
211013;0;11
211014;0;23
211015;0;27
211016;0;27
211017;0;18
211018;0;8
211019;0;10
211020;0;8
211021;0;9
211022;0;15
211023;0;9
211024;0;9
211025;0;14
211026;0;11
211027;0;7
211028;0;6
211029;0;7
211030;0;9
211031;0;13
211101;0;9
211102;0;7
211103;0;10
211104;0;11
211105;0;7
211106;0;7
211107;0;5
211108;0;5
211109;0;5
211110;0;6
211111;0;7
211112;0;8
211113;0;8
211114;0;9
211115;0;9
211116;0;7
211117;0;4
211118;0;4
211119;0;6
211120;0;4
211121;0;4
211122;0;3
211123;0;4
211124;0;6
211125;0;5
211126;0;5
211127;0;6
211128;0;6
211129;0;4
211130;0;6
211201;0;6
211202;0;8
211203;0;9
211204;0;7
211205;0;7
211206;0;8
211207;0;11
211208;0;8
211209;0;7
211210;0;6
211211;0;6
211212;0;6
211213;0;5
211214;0;3
211215;0;6
211216;0;5
211217;0;7
211218;0;5
211219;0;5
211220;0;5
211221;0;8
211222;0;8
211223;0;3
211224;0;5
211225;0;5
211226;0;4
211227;0;2
211228;0;3
211229;0;3
211230;0;4
211231;0;6
220101;0;4
220102;0;3
220103;0;1
220104;0;7
220105;0;6
220106;0;5
220107;0;3
220108;0;3
220109;0;3
220110;0;4
220111;0;5
220112;0;4
220113;0;5
220114;0;5
220115;0;4
220116;0;5
220117;0;5
220118;0;6
220119;0;5
220120;0;5
220121;0;6
220122;0;7
220123;0;7
220124;0;3
220125;0;3
220126;0;2
220127;0;4
220128;0;6
220129;0;6
220130;0;6
220131;0;6
220201;0;5
220202;0;4
220203;0;4
220204;0;4
220205;0;5
220206;0;6
220207;0;4
220208;0;4
220209;0;10
220210;0;11
220211;0;9
220212;0;13
220213;0;20
220214;0;11
220215;0;10
220216;0;5
220217;0;6
220218;0;6
220219;0;2
220220;0;5
220221;0;15
220222;0;45
220223;0;23
220224;0;11
220225;0;9
220226;0;4
220227;0;5
220228;0;8
220301;0;9
220302;0;4
220303;0;4
220304;0;6
220305;0;7
220306;0;8
220307;0;4
220308;0;12
220309;0;11
220310;0;7
220311;0;7
220312;0;8
220313;0;7
220314;0;9
220315;0;13
220316;0;14
220317;0;9
220318;0;14
220319;0;27
220320;0;20
220321;0;8
220322;0;6
220323;0;11
220324;0;19
220325;0;12
220326;0;12
220327;0;13
220328;0;17
220329;0;17
220330;0;31
220331;0;21
220401;0;16
220402;0;11
220403;0;21
220404;0;34
220405;0;24
220406;0;20
220407;0;17
220408;0;10
220409;0;20
220410;0;19
220411;0;24
220412;0;24
220413;0;48
220414;0;27
220415;0;25
220416;0;17
220417;0;42
220418;0;40
220419;0;28
220420;0;28
220421;0;23
220422;0;10
220423;0;17
220424;0;16
220425;0;11
220426;0;15
220427;0;20
220428;0;57
220429;0;67
220430;0;83
220501;0;66
220502;0;28
220503;0;37
220504;0;18
220505;0;33
220506;0;42
220507;0;20
220508;0;37
220509;0;24
220510;0;24
220511;0;56
220512;0;42
220513;0;64
220514;0;80
220515;0;86
220516;0;74
220517;0;99
220518;0;70
220519;0;21
220520;0;22
220521;0;21
220522;0;32
220523;0;52
220524;0;34
220525;0;46
220526;0;113
220527;0;128
220528;0;127
220529;0;89
220530;0;123
220531;0;75
220601;0;140
220602;0;66
220603;0;20
220604;0;49
220605;0;12
220606;0;11
220607;0;25
220608;0;27
220609;0;104
220610;0;162
220611;0;133
220612;0;69
220613;0;34
220614;0;38
220615;0;48
220616;0;16
220617;0;59
220618;0;61
220619;0;21
220620;0;32
220621;0;58
220622;0;98
220623;0;44
220624;0;68
220625;0;131
220626;0;86
220627;0;60
220628;0;8
220629;0;22
220630;0;31
220701;0;23
220702;0;27
220703;0;20
220704;0;11
220705;0;14
220706;0;14
220707;0;57
220708;0;17
220709;0;18
220710;0;30
220711;0;23
220712;0;34
220713;0;37
220714;0;40
220715;0;78
220716;0;31
220717;0;26
220718;0;81
220719;0;80
220720;0;26
220721;0;41
220722;0;12
220723;0;37
220724;0;48
220725;0;18
220726;0;14
220727;0;46
220728;0;66
220729;0;40
220730;0;62
220731;0;61
220801;0;71
220802;0;87
220803;0;33
220804;0;35
220805;0;45
220806;0;44
220807;0;27
220808;0;43
220809;0;73
220810;0;34
220811;0;42
220812;0;17
220813;0;15
220814;0;21
220815;0;9
220816;0;12
220817;0;24
220818;0;61
220819;0;63
220820;0;18
220821;0;29
220822;0;30
220823;0;19
220824;0;39
220825;0;67
220826;0;50
220827;0;36
220828;0;83
220829;0;69
220830;0;36
220831;0;22
220901;0;23
220902;0;31
220903;0;27
220904;0;16
220905;0;39
220906;0;16
220907;0;31
220908;0;33
220909;0;37
220910;0;32
220911;0;18
220912;0;27
220913;0;37
220914;0;32
220915;0;18
220916;0;20
220917;0;22
220918;0;29
220919;0;36
220920;0;35
220921;0;19
220922;0;19
220923;0;15
220924;0;22
220925;0;22
220926;0;15
220927;0;24
220928;0;19
220929;0;9
220930;0;10
221001;0;10
221002;0;18
221003;0;13
221004;0;21
221005;0;17
221006;0;9
221007;0;13
221008;0;26
221009;0;22
221010;0;9
221011;0;12
221012;0;12
221013;0;25
221014;0;16
221015;0;11
221016;0;7
221017;0;10
221018;0;14
221019;0;10
221020;0;13
221021;0;9
221022;0;16
221023;0;13
221024;0;13
221025;0;9
221026;0;7
221027;0;10
221028;0;8
221029;0;NA
221030;0;14
221031;0;11
221101;0;10
221102;0;13
221103;0;8
221104;0;9
221105;0;12
221106;0;6
221107;0;8
221108;0;8
221109;0;9
221110;0;4
221111;0;4
221112;0;3
221113;0;3
221114;0;5
221115;0;5
221116;0;4
221117;0;3
221118;0;3
221119;0;4
221120;0;5
221121;0;5
221122;0;5
221123;0;2
221124;0;4
221125;0;7
221126;0;7
221127;0;8
221128;0;7
221129;0;3
221130;0;6
221201;0;7
221202;0;5
221203;0;4
221204;0;4
221205;0;4
221206;0;5
221207;0;8
221208;0;3
221209;0;4
221210;0;5
221211;0;5
221212;0;4
221213;0;3
221214;0;4
221215;0;5
221216;0;6
221217;0;4
221218;0;4
221219;0;10
221220;0;6
221221;0;5
221222;0;NA
221223;0;NA
221224;0;NA
221225;0;NA
221226;0;NA
221227;0;NA
221228;0;NA
221229;0;NA
221230;0;NA
221231;0;NA
230101;0;NA
230102;0;NA
230103;0;NA
230104;0;NA
230105;0;NA
230106;0;NA
230107;0;NA
230108;0;NA
230109;0;NA
230110;0;NA
230111;0;NA
230112;0;NA
230113;0;NA
230114;0;NA
230115;0;NA
230116;0;NA
230117;0;NA
230118;0;NA
230119;0;NA
230120;0;NA
230121;0;3
230122;0;3
230123;0;5
230124;0;4
230125;0;4
230126;0;4
230127;0;4
230128;0;2
230129;0;2
230130;0;4
230131;0;8
230201;0;8
230202;0;6
230203;0;6
230204;0;16
230205;0;12
230206;0;10
230207;0;13
230208;0;5
230209;0;8
230210;0;5
230211;0;5
230212;0;6
230213;0;5
230214;0;8
230215;0;5
230216;0;9
230217;0;8
230218;0;9
230219;0;9
230220;0;8
230221;0;9
230222;0;7
230223;0;4
230224;0;6
230225;0;7
230226;0;10
230227;0;6
230228;0;6
230301;0;6
230302;0;7
230303;0;6
230304;0;8
230305;0;5
230306;0;7
230307;0;9
230308;0;6
230309;0;12
230310;0;16
230311;0;10
230312;0;7
230313;0;7
230314;0;7
230315;0;8
230316;0;8
230317;0;12
230318;0;9
230319;0;8
230320;0;8
230321;0;14
230322;0;10
230323;0;10
230324;0;12
230325;0;15
230326;0;12
230327;0;22
230328;0;16
230329;0;12
230330;0;20
230331;0;26
230401;0;36
230402;0;11
230403;0;16
230404;0;23
230405;0;25
230406;0;14
230407;0;22
230408;0;25
230409;0;35
230410;0;31
230411;0;8
230412;0;11
230413;0;17
230414;0;11
230415;0;19
230416;0;14
230417;0;19
230418;0;20
230419;0;14
230420;0;12
230421;0;17
230422;0;9
230423;0;14
230424;0;12
230425;0;24
230426;0;18
230427;0;20
230428;0;6
230429;0;6
230430;0;15
230501;0;26
230502;0;28
230503;0;18
230504;0;26
230505;0;14
230506;0;19
230507;0;16
230508;0;27
230509;0;19
230510;0;26
230511;0;29
230512;0;20
230513;0;15
230514;0;23
230515;0;18
230516;0;10
230517;0;14
230518;0;14
230519;0;28
230520;0;29
230521;0;9
230522;0;10
230523;0;9
230524;0;11
230525;0;9
230526;0;16
230527;0;41
230528;0;96
230529;0;96
230530;0;58
230531;0;62
230601;0;27
230602;0;19
230603;0;26
230604;0;85
230605;0;43
230606;0;49
230607;0;49
230608;0;13
230609;0;19
230610;0;65
230611;0;116
