FECHA (YYMMDD);HORA (HHMM);
190405;0;0,36
190406;0;0,2
190407;0;0,26
190408;0;0,17
190409;0;0,22
190410;0;0,13
190411;0;0,17
190412;0;0,17
190413;0;0,2
190414;0;0,56
190415;0;0,77
190416;0;0,58
190417;0;0,29
190418;0;0,3
190419;0;0,4
190420;0;0,8
190421;0;0,56
190422;0;0,4
190423;0;0,39
190424;0;0,82
190425;0;0,61
190426;0;0,43
190427;0;0,38
190428;0;0,27
190429;0;0,29
190430;0;1,48
190501;0;1,31
190502;0;2,7
190503;0;1,34
190504;0;0,29
190505;0;0,19
190506;0;0,12
190507;0;0,26
190508;0;0,44
190509;0;0,62
190510;0;0,84
190511;0;0,52
190512;0;0,88
190513;0;1,06
190514;0;1,74
190515;0;1,98
190516;0;1,49
190517;0;0,38
190518;0;0,64
190519;0;0,86
190520;0;1,05
190521;0;1,69
190522;0;1,39
190523;0;0,61
190524;0;1,27
190525;0;1,47
190526;0;1,02
190527;0;1,13
190528;0;1,34
190529;0;0,39
190530;0;0,12
190531;0;0,12
190601;0;0,19
190602;0;0,22
190603;0;0,68
190604;0;0,19
190605;0;0,19
190606;0;0,37
190607;0;0,49
190608;0;0,42
190609;0;0,23
190610;0;0,75
190611;0;1,1
190612;0;1,04
190613;0;0,36
190614;0;1,01
190615;0;1,49
190616;0;0,82
190617;0;1,37
190618;0;0,48
190619;0;1,62
190620;0;1,14
190621;0;0,47
190622;0;0,49
190623;0;0,23
190624;0;0,35
190625;0;0,24
190626;0;0,23
190627;0;0,59
190628;0;0,57
190629;0;0,51
190630;0;0,58
190701;0;1,21
190702;0;0,41
190703;0;0,46
190704;0;1,26
190705;0;1,93
190706;0;1,12
190707;0;0,2
190708;0;0,19
190709;0;0,13
190710;0;0,43
190711;0;0,44
190712;0;0,25
190713;0;0,39
190714;0;0,59
190715;0;1,87
190716;0;1
190717;0;0,4
190718;0;0,7
190719;0;0,33
190720;0;NA
190721;0;NA
190722;0;NA
190723;0;NA
190724;0;NA
190725;0;0,13
190726;0;0,52
190727;0;1,03
190728;0;0,1
190729;0;0,1
190730;0;0,1
190731;0;0,1
190801;0;0,27
190802;0;1,08
190803;0;2,16
190804;0;1,12
190805;0;0,1
190806;0;0,46
190807;0;0,54
190808;0;0,42
190809;0;0,99
190810;0;0,16
190811;0;0,1
190812;0;0,93
190813;0;1,67
190814;0;0,88
190815;0;0,43
190816;0;0,11
190817;0;0,11
190818;0;0,27
190819;0;0,52
190820;0;0,58
190821;0;0,51
190822;0;1,15
190823;0;0,51
190824;0;0,25
190825;0;0,22
190826;0;NA
190827;0;0,21
190828;0;0,38
190829;0;0,25
190830;0;0,34
190831;0;0,49
190901;0;0,59
190902;0;0,49
190903;0;0,79
190904;0;1
190905;0;0,65
190906;0;0,29
190907;0;0,24
190908;0;0,14
190909;0;0,28
190910;0;0,52
190911;0;0,59
190912;0;0,29
190913;0;0,17
190914;0;0,11
190915;0;0,19
190916;0;0,37
190917;0;0,2
190918;0;0,13
190919;0;0,2
190920;0;0,23
190921;0;0,28
190922;0;0,37
190923;0;0,17
190924;0;0,2
190925;0;0,11
190926;0;0,15
190927;0;0,14
190928;0;0,18
190929;0;0,15
190930;0;0,16
191001;0;0,36
191002;0;0,43
191003;0;0,23
191004;0;0,25
191005;0;0,37
191006;0;0,13
191007;0;0,18
191008;0;0,31
191009;0;0,27
191010;0;0,14
191011;0;0,21
191012;0;0,27
191013;0;0,16
191014;0;0,19
191015;0;0,14
191016;0;0,31
191017;0;0,17
191018;0;0,32
191019;0;0,19
191020;0;0,11
191021;0;NA
191022;0;NA
191023;0;0,11
191024;0;0,1
191025;0;0,11
191026;0;0,1
191027;0;0,12
191028;0;0,1
191029;0;0,2
191030;0;0,19
191031;0;0,12
191101;0;0,13
191102;0;0,3
191103;0;0,1
191104;0;0,12
191105;0;0,19
191106;0;0,11
191107;0;0,13
191108;0;0,11
191109;0;0,15
191110;0;0,15
191111;0;0,14
191112;0;0,12
191113;0;0,13
191114;0;0,15
191115;0;0,14
191116;0;0,1
191117;0;0,1
191118;0;NA
191119;0;NA
191120;0;0,1
191121;0;0,1
191122;0;NA
191123;0;0,1
191124;0;0,1
191125;0;NA
191126;0;0,12
191127;0;0,11
191128;0;0,1
191129;0;0,19
191130;0;0,21
191201;0;0,14
191202;0;0,1
191203;0;0,1
191204;0;0,1
191205;0;0,1
191206;0;0,1
191207;0;0,1
191208;0;0,1
191209;0;NA
191210;0;NA
191211;0;0,1
191212;0;0,11
191213;0;0,1
191214;0;0,1
191215;0;0,1
191216;0;0,1
191217;0;0,1
191218;0;NA
191219;0;0,1
191220;0;0,1
191221;0;0,1
191222;0;0,1
191223;0;NA
191224;0;NA
191225;0;0,12
191226;0;0,1
191227;0;0,11
191228;0;0,11
191229;0;0,1
191230;0;0,1
191231;0;NA
200101;0;0,1
200102;0;0,1
200103;0;0,1
200104;0;0,1
200105;0;0,1
200106;0;0,1
200107;0;0,11
200108;0;0,1
200109;0;0,11
200110;0;0,11
200111;0;0,1
200112;0;0,1
200113;0;0,1
200114;0;0,1
200115;0;0,1
200116;0;0,1
200117;0;0,1
200118;0;0,1
200119;0;0,1
200120;0;0,1
200121;0;0,11
200122;0;0,11
200123;0;0,11
200124;0;0,12
200125;0;0,14
200126;0;0,12
200127;0;0,12
200128;0;0,1
200129;0;0,1
200130;0;0,11
200131;0;0,11
200201;0;0,14
200202;0;0,18
200203;0;0,16
200204;0;0,14
200205;0;0,14
200206;0;0,11
200207;0;0,12
200208;0;0,12
200209;0;0,1
200210;0;0,12
200211;0;0,15
200212;0;0,17
200213;0;0,18
200214;0;NA
200215;0;NA
200216;0;0,1
200217;0;0,1
200218;0;0,1
200219;0;0,1
200220;0;0,12
200221;0;0,18
200222;0;0,16
200223;0;0,1
200224;0;0,15
200225;0;0,2
200226;0;0,21
200227;0;0,22
200228;0;0,21
200229;0;0,24
200301;0;0,23
200302;0;0,22
200303;0;0,25
200304;0;0,19
200305;0;0,19
200306;0;0,21
200307;0;0,11
200308;0;0,12
200309;0;0,14
200310;0;0,15
200311;0;0,16
200312;0;0,17
200313;0;0,13
200314;0;0,11
200315;0;0,13
200316;0;0,14
200317;0;0,13
200318;0;0,13
200319;0;0,16
200320;0;0,12
200321;0;0,1
200322;0;0,12
200323;0;0,12
200324;0;0,1
200325;0;0,1
200326;0;0,1
200327;0;0,1
200328;0;0,11
200329;0;0,11
200330;0;0,1
200331;0;0,1
200401;0;0,1
200402;0;0,1
200403;0;0,1
200404;0;0,1
200405;0;0,1
200406;0;0,13
200407;0;0,1
200408;0;0,1
200409;0;0,1
200410;0;0,11
200411;0;0,1
200412;0;0,2
200413;0;0,29
200414;0;0,36
200415;0;0,31
200416;0;0,22
200417;0;0,11
200418;0;0,1
200419;0;0,11
200420;0;0,26
200421;0;0,33
200422;0;0,52
200423;0;0,38
200424;0;0,1
200425;0;0,1
200426;0;0,1
200427;0;0,13
200428;0;0,48
200429;0;0,58
200430;0;0,57
200501;0;0,61
200502;0;0,28
200503;0;0,22
200504;0;0,39
200505;0;0,75
200506;0;0,65
200507;0;0,83
200508;0;0,31
200509;0;0,1
200510;0;0,22
200511;0;0,44
200512;0;0,56
200513;0;0,48
200514;0;0,35
200515;0;0,17
200516;0;0,13
200517;0;0,4
200518;0;0,16
200519;0;0,25
200520;0;0,59
200521;0;0,57
200522;0;0,83
200523;0;0,7
200524;0;0,4
200525;0;0,49
200526;0;0,51
200527;0;0,28
200528;0;0,32
200529;0;0,83
200530;0;1,37
200531;0;1,05
200601;0;0,78
200602;0;0,75
200603;0;1,38
200604;0;0,99
200605;0;0,38
200606;0;0,29
200607;0;0,27
200608;0;0,3
200609;0;0,14
200610;0;0,1
200611;0;0,1
200612;0;0,38
200613;0;0,52
200614;0;0,96
200615;0;0,2
200616;0;0,21
200617;0;0,32
200618;0;0,1
200619;0;0,13
200620;0;0,13
200621;0;0,19
200622;0;0,29
200623;0;0,25
200624;0;0,22
200625;0;0,41
200626;0;0,14
200627;0;0,35
200628;0;0,1
200629;0;0,39
200630;0;0,15
200701;0;0,38
200702;0;0,66
200703;0;0,29
200704;0;0,3
200705;0;0,65
200706;0;1,04
200707;0;0,25
200708;0;0,29
200709;0;0,1
200710;0;0,18
200711;0;0,12
200712;0;0,15
200713;0;0,77
200714;0;0,89
200715;0;1,48
200716;0;1,17
200717;0;0,12
200718;0;0,15
200719;0;0,16
200720;0;0,16
200721;0;0,13
200722;0;0,6
200723;0;0,65
200724;0;0,28
200725;0;0,1
200726;0;0,2
200727;0;0,9
200728;0;1,48
200729;0;1,18
200730;0;0,62
200731;0;NA
200801;0;NA
200802;0;NA
200803;0;0,56
200804;0;0,51
200805;0;0,31
200806;0;0,76
200807;0;1,38
200808;0;0,75
200809;0;0,3
200810;0;0,5
200811;0;0,61
200812;0;0,66
200813;0;0,2
200814;0;0,32
200815;0;0,33
200816;0;0,37
200817;0;0,31
200818;0;0,64
200819;0;0,94
200820;0;0,5
200821;0;0,84
200822;0;1,21
200823;0;0,27
200824;0;0,11
200825;0;0,1
200826;0;0,12
200827;0;0,21
200828;0;0,41
200829;0;1,22
200830;0;0,84
200831;0;0,61
200901;0;0,83
200902;0;0,32
200903;0;0,44
200904;0;0,87
200905;0;0,97
200906;0;0,83
200907;0;0,75
200908;0;0,9
200909;0;1,07
200910;0;1,25
200911;0;1,36
200912;0;1,54
200913;0;1,68
200914;0;1,74
200915;0;1,69
200916;0;0,69
200917;0;0,26
200918;0;0,43
200919;0;0,4
200920;0;0,22
200921;0;0,13
200922;0;0,22
200923;0;0,32
200924;0;0,49
200925;0;0,59
200926;0;0,46
200927;0;0,6
200928;0;0,69
200929;0;0,65
200930;0;0,83
201001;0;1,1
201002;0;0,62
201003;0;0,43
201004;0;0,38
201005;0;0,53
201006;0;0,61
201007;0;0,65
201008;0;0,75
201009;0;0,86
201010;0;0,82
201011;0;0,85
201012;0;0,91
201013;0;1
201014;0;1,07
201015;0;1,13
201016;0;0,77
201017;0;0,34
201018;0;0,36
201019;0;0,4
201020;0;0,41
201021;0;0,46
201022;0;0,28
201023;0;0,1
201024;0;0,23
201025;0;0,24
201026;0;0,17
201027;0;0,12
201028;0;0,18
201029;0;0,22
201030;0;0,28
201031;0;0,39
201101;0;0,47
201102;0;0,47
201103;0;0,56
201104;0;0,52
201105;0;0,55
201106;0;0,57
201107;0;0,64
201108;0;0,68
201109;0;0,79
201110;0;0,89
201111;0;0,52
201112;0;0,22
201113;0;0,29
201114;0;0,25
201115;0;0,23
201116;0;0,29
201117;0;0,39
201118;0;0,51
201119;0;0,6
201120;0;0,71
201121;0;0,58
201122;0;0,46
201123;0;0,41
201124;0;0,59
201125;0;0,61
201126;0;0,55
201127;0;0,64
201128;0;0,84
201129;0;0,68
201130;0;0,74
201201;0;0,8
201202;0;0,85
201203;0;0,79
201204;0;0,88
201205;0;1,03
201206;0;1,13
201207;0;1,17
201208;0;1,22
201209;0;1,27
201210;0;1,36
201211;0;0,7
201212;0;0,22
201213;0;0,12
201214;0;0,23
201215;0;0,12
201216;0;0,15
201217;0;0,31
201218;0;0,52
201219;0;0,56
201220;0;0,53
201221;0;0,55
201222;0;0,65
201223;0;0,73
201224;0;0,83
201225;0;0,98
201226;0;1,12
201227;0;1,19
201228;0;1,25
201229;0;1,15
201230;0;0,66
201231;0;0,59
210101;0;0,72
210102;0;0,77
210103;0;0,88
210104;0;0,69
210105;0;0,92
210106;0;0,95
210107;0;1,05
210108;0;0,88
210109;0;0,95
210110;0;1,18
210111;0;1,08
210112;0;NA
210113;0;NA
210114;0;0,1
210115;0;0,1
210116;0;0,1
210117;0;0,1
210118;0;0,1
210119;0;0,1
210120;0;0,1
210121;0;0,1
210122;0;0,1
210123;0;0,1
210124;0;0,1
210125;0;0,1
210126;0;0,1
210127;0;0,1
210128;0;0,17
210129;0;0,16
210130;0;0,12
210131;0;0,11
210201;0;0,1
210202;0;0,11
210203;0;0,11
210204;0;0,11
210205;0;0,12
210206;0;0,1
210207;0;0,1
210208;0;0,1
210209;0;0,1
210210;0;0,11
210211;0;0,1
210212;0;0,1
210213;0;0,1
210214;0;0,1
210215;0;0,1
210216;0;0,1
210217;0;0,1
210218;0;0,1
210219;0;0,1
210220;0;0,1
210221;0;0,1
210222;0;0,1
210223;0;0,1
210224;0;0,1
210225;0;0,1
210226;0;0,1
210227;0;0,1
210228;0;0,1
210301;0;0,1
210302;0;0,1
210303;0;0,1
210304;0;0,1
210305;0;0,1
210306;0;0,1
210307;0;0,1
210308;0;0,1
210309;0;0,11
210310;0;0,11
210311;0;0,11
210312;0;0,1
210313;0;0,1
210314;0;0,1
210315;0;0,1
210316;0;0,1
210317;0;0,11
210318;0;0,12
210319;0;0,11
210320;0;0,1
210321;0;0,1
210322;0;0,1
210323;0;0,1
210324;0;0,1
210325;0;0,11
210326;0;0,14
210327;0;0,14
210328;0;0,11
210329;0;0,3
210330;0;0,38
210331;0;0,32
210401;0;0,25
210402;0;0,24
210403;0;0,34
210404;0;0,38
210405;0;0,21
210406;0;0,43
210407;0;0,4
210408;0;0,39
210409;0;0,47
210410;0;0,5
210411;0;0,35
210412;0;0,36
210413;0;0,16
210414;0;0,19
210415;0;0,25
210416;0;0,22
210417;0;0,36
210418;0;0,3
210419;0;0,25
210420;0;0,22
210421;0;0,19
210422;0;0,45
210423;0;0,49
210424;0;0,28
210425;0;0,36
210426;0;0,56
210427;0;1,12
210428;0;0,3
210429;0;3,43
210430;0;0,19
210501;0;0,2
210502;0;30,01
210503;0;NA
210504;0;NA
210505;0;NA
210506;0;1,18
210507;0;0,91
210508;0;0,29
210509;0;0,24
210510;0;0,35
210511;0;1,1
210512;0;1,18
210513;0;1,11
210514;0;0,81
210515;0;0,51
210516;0;0,76
210517;0;1,38
210518;0;0,23
210519;0;0,15
210520;0;0,25
210521;0;0,28
210522;0;0,59
210523;0;0,52
210524;0;0,11
210525;0;0,15
210526;0;0,17
210527;0;0,1
210528;0;0,16
210529;0;0,51
210530;0;0,14
210531;0;0,1
210601;0;0,3
210602;0;0,56
210603;0;0,32
210604;0;0,65
210605;0;0,67
210606;0;0,65
210607;0;0,27
210608;0;0,38
210609;0;0,34
210610;0;NA
210611;0;NA
210612;0;0,41
210613;0;0,9
210614;0;1,57
210615;0;0,92
210616;0;1,78
210617;0;2,2
210618;0;1,14
210619;0;1,02
210620;0;0,98
210621;0;0,5
210622;0;0,28
210623;0;0,22
210624;0;0,48
210625;0;1,04
210626;0;0,82
210627;0;1,2
210628;0;1,3
210629;0;1,79
210630;0;1,66
210701;0;1,27
210702;0;0,79
210703;0;0,95
210704;0;0,67
210705;0;0,87
210706;0;0,35
210707;0;0,53
210708;0;0,49
210709;0;0,47
210710;0;1,07
210711;0;1,88
210712;0;1,56
210713;0;1
210714;0;0,59
210715;0;0,62
210716;0;0,67
210717;0;1,38
210718;0;2,45
210719;0;1,21
210720;0;1,07
210721;0;0,68
210722;0;0,55
210723;0;0,82
210724;0;0,68
210725;0;0,52
210726;0;1,15
210727;0;1,55
210728;0;1,98
210729;0;2,14
210730;0;0,86
210731;0;1,99
210801;0;1,4
210802;0;0,67
210803;0;0,69
210804;0;0,94
210805;0;0,45
210806;0;0,51
210807;0;0,55
210808;0;0,71
210809;0;1,28
210810;0;1,29
210811;0;1,08
210812;0;1
210813;0;0,56
210814;0;0,39
210815;0;0,42
210816;0;0,23
210817;0;0,27
210818;0;0,44
210819;0;0,24
210820;0;0,3
210821;0;0,19
210822;0;0,35
210823;0;1,1
210824;0;0,96
210825;0;0,25
210826;0;0,38
210827;0;0,33
210828;0;0,27
210829;0;0,61
210830;0;0,4
210831;0;0,67
210901;0;0,76
210902;0;0,52
210903;0;0,37
210904;0;0,29
210905;0;0,47
210906;0;0,38
210907;0;0,52
210908;0;0,57
210909;0;0,58
210910;0;0,56
210911;0;0,37
210912;0;0,29
210913;0;0,67
210914;0;0,6
210915;0;0,65
210916;0;0,64
210917;0;0,46
210918;0;0,59
210919;0;0,58
210920;0;0,72
210921;0;0,57
210922;0;0,41
210923;0;0,61
210924;0;0,48
210925;0;0,4
210926;0;0,53
210927;0;0,53
210928;0;0,57
210929;0;0,59
210930;0;0,42
211001;0;0,44
211002;0;0,56
211003;0;1,03
211004;0;0,65
211005;0;0,69
211006;0;0,8
211007;0;0,56
211008;0;0,59
211009;0;0,45
211010;0;0,54
211011;0;0,58
211012;0;0,61
211013;0;0,48
211014;0;0,62
211015;0;0,69
211016;0;0,74
211017;0;0,62
211018;0;0,45
211019;0;0,51
211020;0;0,47
211021;0;0,47
211022;0;0,72
211023;0;0,91
211024;0;0,11
211025;0;0,16
211026;0;0,13
211027;0;0,1
211028;0;0,1
211029;0;0,1
211030;0;0,1
211031;0;0,11
211101;0;0,1
211102;0;0,1
211103;0;0,1
211104;0;0,1
211105;0;0,1
211106;0;0,1
211107;0;0,1
211108;0;0,1
211109;0;0,1
211110;0;0,1
211111;0;0,1
211112;0;0,1
211113;0;0,11
211114;0;0,11
211115;0;0,1
211116;0;0,11
211117;0;0,1
211118;0;0,1
211119;0;0,1
211120;0;0,1
211121;0;0,1
211122;0;0,1
211123;0;0,1
211124;0;0,1
211125;0;0,1
211126;0;0,1
211127;0;0,1
211128;0;0,1
211129;0;0,1
211130;0;0,1
211201;0;0,1
211202;0;0,1
211203;0;0,1
211204;0;0,1
211205;0;0,1
211206;0;0,1
211207;0;NA
211208;0;0,1
211209;0;0,1
211210;0;0,1
211211;0;0,1
211212;0;0,1
211213;0;0,1
211214;0;0,1
211215;0;0,1
211216;0;0,1
211217;0;0,1
211218;0;0,1
211219;0;0,1
211220;0;0,1
211221;0;0,1
211222;0;0,1
211223;0;0,1
211224;0;0,1
211225;0;0,1
211226;0;0,1
211227;0;0,1
211228;0;0,1
211229;0;0,1
211230;0;0,1
211231;0;0,1
220101;0;0,1
220102;0;0,1
220103;0;0,1
220104;0;NA
220105;0;NA
220106;0;NA
220107;0;NA
220108;0;NA
220109;0;0,1
220110;0;0,1
220111;0;0,1
220112;0;0,1
220113;0;NA
220114;0;NA
220115;0;NA
220116;0;NA
220117;0;NA
220118;0;0,1
220119;0;0,1
220120;0;0,1
220121;0;0,1
220122;0;0,1
220123;0;0,1
220124;0;0,1
220125;0;0,15
220126;0;0,1
220127;0;0,1
220128;0;0,1
220129;0;0,1
220130;0;NA
220131;0;NA
220201;0;NA
220202;0;NA
220203;0;NA
220204;0;0,1
220205;0;0,1
220206;0;0,1
220207;0;0,1
220208;0;0,1
220209;0;0,1
220210;0;0,1
220211;0;0,1
220212;0;0,11
220213;0;0,11
220214;0;0,1
220215;0;0,1
220216;0;0,1
220217;0;0,1
220218;0;0,1
220219;0;0,1
220220;0;0,1
220221;0;0,19
220222;0;0,45
220223;0;0,24
220224;0;0,2
220225;0;0,16
220226;0;0,1
220227;0;0,1
220228;0;0,12
220301;0;0,19
220302;0;0,13
220303;0;0,1
220304;0;0,1
220305;0;0,1
220306;0;0,11
220307;0;0,1
220308;0;0,19
220309;0;0,18
220310;0;0,11
220311;0;0,13
220312;0;0,11
220313;0;0,1
220314;0;0,11
220315;0;0,13
220316;0;0,17
220317;0;0,1
220318;0;0,14
220319;0;0,18
220320;0;0,16
220321;0;0,14
220322;0;0,11
220323;0;0,13
220324;0;0,27
220325;0;0,13
220326;0;0,18
220327;0;0,17
220328;0;0,27
220329;0;0,22
220330;0;0,5
220331;0;0,28
220401;0;0,23
220402;0;0,2
220403;0;0,28
220404;0;0,54
220405;0;0,44
220406;0;0,39
