FECHA (YYMMDD);HORA (HHMM);
180621;0;47
180622;0;53
180623;0;122
180624;0;76
180625;0;19
180626;0;23
180627;0;31
180628;0;25
180629;0;16
180630;0;37
180701;0;43
180702;0;48
180703;0;105
180704;0;76
180705;0;18
180706;0;76
180707;0;63
180708;0;51
180709;0;53
180710;0;78
180711;0;45
180712;0;28
180713;0;15
180714;0;33
180715;0;87
180716;0;66
180717;0;98
180718;0;122
180719;0;193
180720;0;71
180721;0;61
180722;0;105
180723;0;61
180724;0;62
180725;0;39
180726;0;29
180727;0;108
180728;0;115
180729;0;189
180730;0;173
180731;0;175
180801;0;157
180802;0;65
180803;0;42
180804;0;16
180805;0;20
180806;0;47
180807;0;127
180808;0;98
180809;0;137
180810;0;65
180811;0;52
180812;0;27
180813;0;71
180814;0;83
180815;0;78
180816;0;31
180817;0;48
180818;0;111
180819;0;37
180820;0;88
180821;0;109
180822;0;71
180823;0;97
180824;0;54
180825;0;50
180826;0;42
180827;0;33
180828;0;14
180829;0;22
180830;0;27
180831;0;56
180901;0;46
180902;0;44
180903;0;54
180904;0;51
180905;0;25
180906;0;47
180907;0;87
180908;0;75
180909;0;37
180910;0;63
180911;0;58
180912;0;74
180913;0;57
180914;0;40
180915;0;40
180916;0;11
180917;0;28
180918;0;24
180919;0;12
180920;0;12
180921;0;12
180922;0;16
180923;0;27
180924;0;20
180925;0;33
180926;0;42
180927;0;29
180928;0;17
180929;0;19
180930;0;48
181001;0;49
181002;0;66
181003;0;68
181004;0;14
181005;0;21
181006;0;24
181007;0;18
181008;0;27
181009;0;44
181010;0;21
181011;0;18
181012;0;41
181013;0;30
181014;0;14
181015;0;13
181016;0;11
181017;0;27
181018;0;37
181019;0;22
181020;0;19
181021;0;26
181022;0;17
181023;0;16
181024;0;27
181025;0;18
181026;0;16
181027;0;10
181028;0;8
181029;0;12
181030;0;28
181031;0;14
181101;0;24
181102;0;20
181103;0;11
181104;0;16
181105;0;28
181106;0;10
181107;0;13
181108;0;11
181109;0;15
181110;0;18
181111;0;16
181112;0;10
181113;0;10
181114;0;15
181115;0;15
181116;0;21
181117;0;14
181118;0;12
181119;0;11
181120;0;5
181121;0;11
181122;0;22
181123;0;8
181124;0;7
181125;0;5
181126;0;6
181127;0;6
181128;0;6
181129;0;5
181130;0;7
181201;0;8
181202;0;6
181203;0;7
181204;0;7
181205;0;5
181206;0;5
181207;0;8
181208;0;8
181209;0;5
181210;0;5
181211;0;4
181212;0;4
181213;0;8
181214;0;6
181215;0;5
181216;0;3
181217;0;5
181218;0;4
181219;0;5
181220;0;5
181221;0;5
181222;0;5
181223;0;5
181224;0;3
181225;0;4
181226;0;3
181227;0;2
181228;0;2
181229;0;6
181230;0;6
181231;0;8
190101;0;4
190102;0;3
190103;0;2
190104;0;3
190105;0;4
190106;0;4
190107;0;4
190108;0;7
190109;0;8
190110;0;6
190111;0;6
190112;0;4
190113;0;4
190114;0;5
190115;0;4
190116;0;6
190117;0;4
190118;0;5
190119;0;3
190120;0;3
190121;0;4
190122;0;6
190123;0;6
190124;0;5
190125;0;5
190126;0;7
190127;0;5
190128;0;5
190129;0;4
190130;0;6
190131;0;5
190201;0;6
190202;0;5
190203;0;8
190204;0;7
190205;0;3
190206;0;6
190207;0;5
190208;0;5
190209;0;4
190210;0;5
190211;0;5
190212;0;5
190213;0;7
190214;0;3
190215;0;4
190216;0;11
190217;0;2
190218;0;2
190219;0;3
190220;0;6
190221;0;7
190222;0;4
190223;0;4
190224;0;6
190225;0;5
190226;0;3
190227;0;5
190228;0;6
190301;0;5
190302;0;6
190303;0;7
190304;0;5
190305;0;6
190306;0;3
190307;0;5
190308;0;5
190309;0;7
190310;0;6
190311;0;9
190312;0;7
190313;0;5
190314;0;9
190315;0;5
190316;0;6
190317;0;8
190318;0;13
190319;0;17
190320;0;9
190321;0;16
190322;0;9
190323;0;10
190324;0;7
190325;0;7
190326;0;9
190327;0;12
190328;0;12
190329;0;21
190330;0;14
190331;0;5
190401;0;9
190402;0;10
190403;0;17
190404;0;71
190405;0;27
190406;0;34
190407;0;60
190408;0;NA
190409;0;25
190410;0;10
190411;0;20
190412;0;64
190413;0;20
190414;0;36
190415;0;48
190416;0;25
190417;0;18
190418;0;70
190419;0;61
190420;0;22
190421;0;32
190422;0;20
190423;0;27
190424;0;55
190425;0;103
190426;0;71
190427;0;21
190428;0;35
190429;0;65
190430;0;65
190501;0;7
190502;0;23
190503;0;26
190504;0;9
190505;0;26
190506;0;44
190507;0;33
190508;0;35
190509;0;61
190510;0;43
190511;0;16
190512;0;41
190513;0;48
190514;0;169
190515;0;137
190516;0;70
190517;0;54
190518;0;30
190519;0;38
190520;0;NA
190521;0;28
190522;0;34
190523;0;27
190524;0;62
190525;0;47
190526;0;119
190527;0;73
190528;0;53
190529;0;44
190530;0;10
190531;0;26
190601;0;12
190602;0;30
190603;0;29
190604;0;10
190605;0;14
190606;0;36
190607;0;21
190608;0;9
190609;0;53
190610;0;73
190611;0;60
190612;0;72
190613;0;113
190614;0;62
190615;0;39
190616;0;134
190617;0;126
190618;0;53
190619;0;100
190620;0;44
190621;0;15
190622;0;12
190623;0;19
190624;0;64
190625;0;21
190626;0;24
190627;0;28
190628;0;27
190629;0;47
190630;0;70
190701;0;49
190702;0;59
190703;0;51
190704;0;103
190705;0;59
190706;0;43
190707;0;104
190708;0;41
190709;0;25
190710;0;15
190711;0;25
190712;0;24
190713;0;16
190714;0;90
190715;0;88
190716;0;18
190717;0;29
190718;0;35
190719;0;33
190720;0;61
190721;0;67
190722;0;73
190723;0;128
190724;0;84
190725;0;146
190726;0;130
190727;0;90
190728;0;57
190729;0;9
190730;0;16
190731;0;24
190801;0;61
190802;0;99
190803;0;79
190804;0;48
190805;0;20
190806;0;79
190807;0;82
190808;0;53
190809;0;111
190810;0;26
190811;0;64
190812;0;90
190813;0;47
190814;0;181
190815;0;144
190816;0;25
190817;0;30
190818;0;46
190819;0;59
190820;0;133
190821;0;56
190822;0;70
190823;0;40
190824;0;38
190825;0;46
190826;0;42
190827;0;37
190828;0;29
190829;0;40
190830;0;74
190831;0;95
190901;0;137
190902;0;36
190903;0;21
190904;0;39
190905;0;68
190906;0;71
190907;0;44
190908;0;18
190909;0;39
190910;0;45
190911;0;54
190912;0;33
190913;0;32
190914;0;23
190915;0;69
190916;0;62
190917;0;49
190918;0;51
190919;0;69
190920;0;39
190921;0;48
190922;0;34
190923;0;21
190924;0;7
190925;0;4
190926;0;7
190927;0;13
190928;0;10
190929;0;21
190930;0;24
191001;0;33
191002;0;41
191003;0;22
191004;0;44
191005;0;27
191006;0;14
191007;0;41
191008;0;38
191009;0;37
191010;0;14
191011;0;19
191012;0;15
191013;0;11
191014;0;15
191015;0;34
191016;0;28
191017;0;23
191018;0;10
191019;0;10
191020;0;11
191021;0;29
191022;0;16
191023;0;16
191024;0;24
191025;0;11
191026;0;21
191027;0;18
191028;0;11
191029;0;28
191030;0;33
191031;0;14
191101;0;24
191102;0;21
191103;0;14
191104;0;23
191105;0;20
191106;0;19
191107;0;11
191108;0;9
191109;0;5
191110;0;2
191111;0;3
191112;0;3
191113;0;4
191114;0;7
191115;0;8
191116;0;7
191117;0;13
191118;0;7
191119;0;12
191120;0;6
191121;0;6
191122;0;5
191123;0;7
191124;0;5
191125;0;9
191126;0;10
191127;0;10
191128;0;8
191129;0;8
191130;0;7
191201;0;3
191202;0;5
191203;0;7
191204;0;5
191205;0;4
191206;0;5
191207;0;3
191208;0;2
191209;0;2
191210;0;3
191211;0;5
191212;0;5
191213;0;4
191214;0;6
191215;0;5
191216;0;5
191217;0;5
191218;0;3
191219;0;8
191220;0;4
191221;0;5
191222;0;4
191223;0;4
191224;0;6
191225;0;5
191226;0;4
191227;0;5
191228;0;3
191229;0;5
191230;0;4
191231;0;4
200101;0;4
200102;0;4
200103;0;2
200104;0;3
200105;0;4
200106;0;3
200107;0;2
200108;0;5
200109;0;6
200110;0;5
200111;0;3
200112;0;3
200113;0;2
200114;0;4
200115;0;6
200116;0;6
200117;0;2
200118;0;4
200119;0;6
200120;0;4
200121;0;3
200122;0;3
200123;0;2
200124;0;2
200125;0;3
200126;0;2
200127;0;4
200128;0;5
200129;0;6
200130;0;4
200131;0;2
200201;0;2
200202;0;4
200203;0;6
200204;0;5
200205;0;5
200206;0;7
200207;0;5
200208;0;5
200209;0;5
200210;0;5
200211;0;4
200212;0;5
200213;0;6
200214;0;4
200215;0;3
200216;0;5
200217;0;6
200218;0;4
200219;0;8
200220;0;8
200221;0;9
200222;0;12
200223;0;8
200224;0;5
200225;0;5
200226;0;4
200227;0;3
200228;0;3
200229;0;3
200301;0;4
200302;0;4
200303;0;6
200304;0;5
200305;0;3
200306;0;4
200307;0;7
200308;0;5
200309;0;5
200310;0;6
200311;0;2
200312;0;4
200313;0;6
200314;0;6
200315;0;5
200316;0;7
200317;0;5
200318;0;6
200319;0;9
200320;0;2
200321;0;6
200322;0;10
200323;0;13
200324;0;5
200325;0;4
200326;0;6
200327;0;6
200328;0;14
200329;0;13
200330;0;8
200331;0;13
200401;0;17
200402;0;7
200403;0;5
200404;0;15
200405;0;32
200406;0;16
200407;0;12
200408;0;35
200409;0;45
200410;0;31
200411;0;34
200412;0;60
200413;0;57
200414;0;63
200415;0;59
200416;0;35
200417;0;24
200418;0;16
200419;0;32
200420;0;33
200421;0;77
200422;0;84
200423;0;78
200424;0;27
200425;0;37
200426;0;49
200427;0;24
200428;0;66
200429;0;46
200430;0;25
200501;0;49
200502;0;25
200503;0;18
200504;0;67
200505;0;69
200506;0;44
200507;0;83
200508;0;40
200509;0;13
200510;0;36
200511;0;89
200512;0;52
200513;0;28
200514;0;19
200515;0;11
200516;0;42
200517;0;55
200518;0;39
200519;0;39
200520;0;44
200521;0;53
200522;0;116
200523;0;63
200524;0;64
200525;0;43
200526;0;44
200527;0;102
200528;0;125
200529;0;36
200530;0;107
200531;0;62
200601;0;86
200602;0;26
200603;0;79
200604;0;49
200605;0;24
200606;0;87
200607;0;38
200608;0;40
200609;0;12
200610;0;8
200611;0;18
200612;0;86
200613;0;120
200614;0;46
200615;0;51
200616;0;51
200617;0;23
200618;0;16
200619;0;19
200620;0;62
200621;0;57
200622;0;25
200623;0;37
200624;0;64
200625;0;56
200626;0;35
200627;0;45
200628;0;36
200629;0;46
200630;0;28
200701;0;25
200702;0;36
200703;0;50
200704;0;71
200705;0;62
200706;0;36
200707;0;49
200708;0;71
200709;0;11
200710;0;35
200711;0;48
200712;0;71
200713;0;74
200714;0;82
200715;0;111
200716;0;54
200717;0;15
200718;0;13
200719;0;55
200720;0;181
200721;0;156
200722;0;94
200723;0;76
200724;0;62
200725;0;21
200726;0;86
200727;0;87
200728;0;94
200729;0;87
200730;0;39
200731;0;90
200801;0;41
200802;0;65
200803;0;131
200804;0;84
200805;0;66
200806;0;82
200807;0;81
200808;0;27
200809;0;25
200810;0;69
200811;0;97
200812;0;56
200813;0;36
200814;0;61
200815;0;98
200816;0;42
200817;0;49
200818;0;178
200819;0;52
200820;0;20
200821;0;36
200822;0;69
200823;0;63
200824;0;89
200825;0;72
200826;0;30
200827;0;17
200828;0;58
200829;0;112
200830;0;34
200831;0;16
200901;0;49
200902;0;47
200903;0;34
200904;0;61
200905;0;90
200906;0;68
200907;0;40
200908;0;26
200909;0;28
200910;0;33
200911;0;28
200912;0;22
200913;0;55
200914;0;31
200915;0;38
200916;0;21
200917;0;37
200918;0;44
200919;0;21
200920;0;32
200921;0;39
200922;0;33
200923;0;19
200924;0;22
200925;0;25
200926;0;42
200927;0;46
200928;0;40
200929;0;11
200930;0;33
201001;0;33
201002;0;32
201003;0;19
201004;0;26
201005;0;25
201006;0;16
201007;0;21
201008;0;17
201009;0;13
201010;0;37
201011;0;29
201012;0;15
201013;0;25
201014;0;11
201015;0;11
201016;0;15
201017;0;11
201018;0;15
201019;0;24
201020;0;11
201021;0;11
201022;0;12
201023;0;12
201024;0;18
201025;0;22
201026;0;19
201027;0;18
201028;0;27
201029;0;14
201030;0;9
201031;0;7
201101;0;8
201102;0;10
201103;0;12
201104;0;10
201105;0;10
201106;0;4
201107;0;5
201108;0;6
201109;0;4
201110;0;7
201111;0;5
201112;0;4
201113;0;12
201114;0;17
201115;0;7
201116;0;5
201117;0;5
201118;0;5
201119;0;5
201120;0;4
201121;0;9
201122;0;10
201123;0;9
201124;0;8
201125;0;11
201126;0;9
201127;0;8
201128;0;14
201129;0;11
201130;0;4
201201;0;4
201202;0;5
201203;0;5
201204;0;4
201205;0;6
201206;0;5
201207;0;4
201208;0;7
201209;0;5
201210;0;7
201211;0;5
201212;0;NA
201213;0;NA
201214;0;5
201215;0;6
201216;0;7
201217;0;4
201218;0;5
201219;0;4
201220;0;4
201221;0;4
201222;0;4
201223;0;5
201224;0;5
201225;0;4
201226;0;3
201227;0;2
201228;0;3
201229;0;4
201230;0;6
201231;0;6
210101;0;6
210102;0;5
210103;0;5
210104;0;5
210105;0;6
210106;0;4
210107;0;5
210108;0;6
210109;0;4
210110;0;8
210111;0;6
210112;0;4
210113;0;4
210114;0;6
210115;0;5
210116;0;5
210117;0;3
210118;0;2
210119;0;3
210120;0;3
210121;0;3
210122;0;2
210123;0;2
210124;0;4
210125;0;5
210126;0;5
210127;0;3
210128;0;5
210129;0;4
210130;0;3
210131;0;3
210201;0;5
210202;0;5
210203;0;5
210204;0;5
210205;0;4
210206;0;3
210207;0;3
210208;0;4
210209;0;7
210210;0;8
210211;0;3
210212;0;6
210213;0;7
210214;0;3
210215;0;4
210216;0;6
210217;0;3
210218;0;NA
210219;0;5
210220;0;4
210221;0;5
210222;0;3
210223;0;3
210224;0;2
210225;0;1
210226;0;2
210227;0;2
210228;0;1
210301;0;1
210302;0;3
210303;0;3
210304;0;2
210305;0;3
210306;0;4
210307;0;8
210308;0;3
210309;0;4
210310;0;8
210311;0;11
210312;0;5
210313;0;5
210314;0;5
210315;0;8
210316;0;4
210317;0;2
210318;0;5
210319;0;10
210320;0;9
210321;0;3
210322;0;5
210323;0;8
210324;0;5
210325;0;12
210326;0;6
210327;0;4
210328;0;2
210329;0;3
210330;0;6
210331;0;6
210401;0;5
210402;0;8
210403;0;6
210404;0;14
210405;0;12
210406;0;16
210407;0;7
210408;0;11
210409;0;36
210410;0;29
210411;0;34
210412;0;23
210413;0;16
210414;0;11
210415;0;21
210416;0;16
210417;0;50
210418;0;49
210419;0;7
210420;0;35
210421;0;32
210422;0;34
210423;0;58
210424;0;94
210425;0;73
210426;0;114
210427;0;27
210428;0;44
210429;0;42
210430;0;33
210501;0;12
210502;0;48
210503;0;46
210504;0;20
210505;0;35
210506;0;64
210507;0;54
210508;0;93
210509;0;43
210510;0;22
210511;0;95
210512;0;100
210513;0;85
210514;0;62
210515;0;54
210516;0;51
210517;0;109
210518;0;47
210519;0;12
210520;0;13
210521;0;60
210522;0;34
210523;0;NA
210524;0;NA
210525;0;46
210526;0;16
210527;0;18
210528;0;77
210529;0;59
210530;0;25
210531;0;13
210601;0;46
210602;0;32
210603;0;29
210604;0;67
210605;0;48
210606;0;27
210607;0;21
210608;0;22
210609;0;NA
210610;0;NA
210611;0;24
210612;0;13
210613;0;57
210614;0;31
210615;0;65
210616;0;186
210617;0;131
210618;0;139
210619;0;188
210620;0;69
210621;0;58
210622;0;114
210623;0;34
210624;0;48
210625;0;102
210626;0;55
210627;0;35
210628;0;58
210629;0;105
210630;0;43
210701;0;86
210702;0;39
210703;0;57
210704;0;39
210705;0;22
210706;0;19
210707;0;24
210708;0;NA
210709;0;NA
210710;0;58
210711;0;61
210712;0;33
210713;0;32
210714;0;34
210715;0;31
210716;0;106
210717;0;82
210718;0;55
210719;0;60
210720;0;34
210721;0;46
210722;0;57
210723;0;19
210724;0;99
210725;0;53
210726;0;204
210727;0;77
210728;0;24
210729;0;77
210730;0;87
210731;0;73
210801;0;100
210802;0;146
210803;0;57
210804;0;49
210805;0;15
210806;0;52
210807;0;92
210808;0;50
210809;0;37
210810;0;14
210811;0;17
210812;0;82
210813;0;65
210814;0;31
210815;0;28
210816;0;12
210817;0;11
210818;0;19
210819;0;15
210820;0;44
210821;0;12
210822;0;59
210823;0;67
210824;0;85
210825;0;16
210826;0;41
210827;0;14
210828;0;12
210829;0;15
210830;0;30
210831;0;49
210901;0;33
210902;0;35
210903;0;27
210904;0;42
210905;0;16
210906;0;27
210907;0;68
210908;0;44
210909;0;51
210910;0;25
210911;0;21
210912;0;NA
210913;0;44
210914;0;28
210915;0;17
210916;0;23
210917;0;31
210918;0;39
210919;0;46
210920;0;13
210921;0;11
210922;0;27
210923;0;33
210924;0;24
210925;0;39
210926;0;58
210927;0;77
210928;0;21
210929;0;35
210930;0;22
211001;0;52
211002;0;69
211003;0;26
211004;0;36
211005;0;43
211006;0;9
211007;0;14
211008;0;17
211009;0;13
211010;0;11
211011;0;9
211012;0;10
211013;0;10
211014;0;32
211015;0;20
211016;0;18
211017;0;23
211018;0;11
211019;0;3
211020;0;5
211021;0;10
211022;0;9
211023;0;9
211024;0;10
211025;0;6
211026;0;9
211027;0;8
211028;0;9
211029;0;8
211030;0;6
211031;0;6
211101;0;7
211102;0;4
211103;0;16
211104;0;18
211105;0;9
211106;0;6
211107;0;4
211108;0;2
211109;0;5
211110;0;4
211111;0;5
211112;0;5
211113;0;6
211114;0;5
211115;0;14
211116;0;6
211117;0;4
211118;0;4
211119;0;3
211120;0;3
211121;0;3
211122;0;2
211123;0;2
211124;0;2
211125;0;2
211126;0;4
211127;0;6
211128;0;7
211129;0;3
211130;0;6
211201;0;5
211202;0;6
211203;0;7
211204;0;7
211205;0;5
211206;0;5
211207;0;8
211208;0;4
211209;0;5
211210;0;4
211211;0;4
211212;0;6
211213;0;4
211214;0;4
211215;0;4
211216;0;3
211217;0;4
211218;0;4
211219;0;2
211220;0;3
211221;0;4
211222;0;4
211223;0;3
211224;0;4
211225;0;3
211226;0;3
211227;0;3
211228;0;3
211229;0;3
211230;0;4
211231;0;5
220101;0;2
220102;0;7
220103;0;4
220104;0;8
220105;0;6
220106;0;5
220107;0;3
220108;0;2
220109;0;2
220110;0;3
220111;0;6
220112;0;4
220113;0;4
220114;0;6
220115;0;5
220116;0;4
220117;0;6
220118;0;5
220119;0;5
220120;0;4
220121;0;3
220122;0;4
220123;0;2
220124;0;3
220125;0;3
220126;0;3
220127;0;6
220128;0;6
220129;0;5
220130;0;4
220131;0;5
220201;0;3
220202;0;3
220203;0;4
220204;0;4
220205;0;5
220206;0;5
220207;0;4
220208;0;4
220209;0;8
220210;0;10
220211;0;8
220212;0;4
220213;0;4
220214;0;4
220215;0;5
220216;0;3
220217;0;4
220218;0;6
220219;0;5
220220;0;5
220221;0;3
220222;0;5
220223;0;8
220224;0;7
220225;0;4
220226;0;3
220227;0;5
220228;0;6
220301;0;6
220302;0;3
220303;0;4
220304;0;8
220305;0;6
220306;0;5
220307;0;7
220308;0;19
220309;0;16
220310;0;11
220311;0;3
220312;0;2
220313;0;4
220314;0;6
220315;0;3
220316;0;7
220317;0;9
220318;0;10
220319;0;16
220320;0;18
220321;0;7
220322;0;7
220323;0;26
220324;0;18
220325;0;8
220326;0;12
220327;0;23
220328;0;18
220329;0;35
220330;0;25
220331;0;13
220401;0;11
220402;0;29
220403;0;45
220404;0;27
220405;0;31
220406;0;14
220407;0;28
220408;0;20
220409;0;46
220410;0;30
220411;0;38
220412;0;47
220413;0;22
220414;0;35
220415;0;43
220416;0;11
220417;0;39
220418;0;25
220419;0;32
220420;0;31
220421;0;17
220422;0;9
220423;0;13
220424;0;16
220425;0;10
220426;0;21
220427;0;42
220428;0;61
220429;0;83
220430;0;102
220501;0;104
220502;0;101
220503;0;73
220504;0;65
220505;0;52
220506;0;42
220507;0;20
220508;0;53
220509;0;43
220510;0;43
220511;0;82
220512;0;50
220513;0;93
220514;0;47
220515;0;60
220516;0;135
220517;0;165
220518;0;99
220519;0;27
220520;0;20
220521;0;10
220522;0;48
220523;0;37
220524;0;87
220525;0;51
220526;0;107
220527;0;83
220528;0;111
220529;0;80
220530;0;121
220531;0;175
220601;0;48
220602;0;87
220603;0;57
220604;0;42
220605;0;29
220606;0;5
220607;0;53
220608;0;36
220609;0;102
220610;0;48
220611;0;94
220612;0;36
220613;0;49
220614;0;42
220615;0;63
220616;0;21
220617;0;65
220618;0;24
220619;0;21
220620;0;21
220621;0;45
220622;0;92
220623;0;37
220624;0;46
220625;0;71
220626;0;NA
220627;0;121
220628;0;4
220629;0;29
220630;0;51
220701;0;36
220702;0;58
220703;0;25
220704;0;14
220705;0;17
220706;0;25
220707;0;20
220708;0;20
220709;0;30
220710;0;26
220711;0;25
220712;0;62
220713;0;63
220714;0;58
220715;0;120
220716;0;41
220717;0;78
220718;0;72
220719;0;26
220720;0;42
220721;0;59
220722;0;8
220723;0;17
220724;0;61
220725;0;35
220726;0;41
220727;0;76
220728;0;35
220729;0;39
220730;0;59
220731;0;115
220801;0;83
220802;0;84
220803;0;39
220804;0;64
220805;0;32
220806;0;33
220807;0;33
220808;0;87
220809;0;76
220810;0;68
220811;0;36
220812;0;23
220813;0;17
220814;0;30
220815;0;19
220816;0;28
220817;0;91
220818;0;70
220819;0;60
220820;0;42
220821;0;18
220822;0;67
220823;0;26
220824;0;77
220825;0;65
220826;0;48
220827;0;72
220828;0;40
220829;0;75
220830;0;70
220831;0;32
220901;0;37
220902;0;32
220903;0;30
220904;0;42
220905;0;65
220906;0;38
220907;0;21
220908;0;27
220909;0;69
220910;0;32
220911;0;36
220912;0;34
220913;0;31
220914;0;15
220915;0;13
220916;0;51
220917;0;49
220918;0;45
220919;0;42
220920;0;56
220921;0;27
220922;0;14
220923;0;21
220924;0;24
220925;0;24
220926;0;22
220927;0;12
220928;0;10
220929;0;11
220930;0;18
221001;0;11
221002;0;21
221003;0;11
221004;0;19
221005;0;16
221006;0;6
221007;0;27
221008;0;45
221009;0;16
221010;0;19
221011;0;20
221012;0;24
221013;0;26
221014;0;12
221015;0;10
221016;0;11
221017;0;10
221018;0;13
221019;0;10
221020;0;10
221021;0;11
221022;0;10
221023;0;8
221024;0;12
221025;0;9
221026;0;8
221027;0;9
221028;0;9
221029;0;9
221030;0;15
221031;0;8
221101;0;7
221102;0;8
221103;0;7
221104;0;10
221105;0;13
221106;0;10
221107;0;12
221108;0;6
221109;0;5
221110;0;9
221111;0;9
221112;0;7
221113;0;7
221114;0;9
221115;0;7
221116;0;7
221117;0;5
221118;0;6
221119;0;6
221120;0;7
221121;0;7
221122;0;5
221123;0;3
221124;0;7
221125;0;5
221126;0;4
221127;0;5
221128;0;6
221129;0;5
221130;0;5
221201;0;4
221202;0;2
221203;0;2
221204;0;7
221205;0;2
221206;0;2
221207;0;3
221208;0;2
221209;0;4
221210;0;3
221211;0;1
221212;0;2
221213;0;1
221214;0;2
221215;0;1
221216;0;NA
221217;0;NA
221218;0;NA
221219;0;NA
221220;0;NA
221221;0;NA
221222;0;NA
221223;0;NA
221224;0;NA
221225;0;NA
221226;0;NA
221227;0;NA
221228;0;NA
221229;0;NA
221230;0;NA
221231;0;NA
230101;0;NA
230102;0;NA
230103;0;NA
230104;0;NA
230105;0;NA
230106;0;NA
230107;0;NA
230108;0;NA
230109;0;NA
230110;0;NA
230111;0;NA
230112;0;NA
230113;0;NA
230114;0;NA
230115;0;NA
230116;0;NA
230117;0;NA
230118;0;NA
230119;0;NA
230120;0;NA
230121;0;NA
230122;0;NA
230123;0;NA
230124;0;NA
230125;0;NA
230126;0;NA
230127;0;NA
230128;0;NA
230129;0;NA
230130;0;NA
230131;0;NA
230201;0;NA
230202;0;NA
230203;0;NA
230204;0;NA
230205;0;NA
230206;0;NA
230207;0;NA
230208;0;NA
230209;0;NA
230210;0;NA
230211;0;NA
230212;0;NA
230213;0;NA
230214;0;NA
230215;0;NA
230216;0;NA
230217;0;NA
230218;0;NA
230219;0;NA
230220;0;NA
230221;0;NA
230222;0;NA
230223;0;4
230224;0;2
230225;0;6
230226;0;7
230227;0;3
230228;0;4
230301;0;3
230302;0;2
230303;0;3
230304;0;5
230305;0;5
230306;0;3
230307;0;8
230308;0;3
230309;0;NA
230310;0;7
230311;0;4
230312;0;5
230313;0;8
230314;0;6
230315;0;8
230316;0;14
230317;0;12
230318;0;11
230319;0;4
230320;0;5
230321;0;6
230322;0;7
230323;0;7
230324;0;13
230325;0;9
230326;0;11
230327;0;10
230328;0;15
230329;0;27
230330;0;20
230331;0;15
230401;0;29
230402;0;13
230403;0;19
230404;0;17
230405;0;17
230406;0;13
230407;0;20
230408;0;26
230409;0;33
230410;0;38
230411;0;10
230412;0;9
230413;0;20
230414;0;13
230415;0;9
230416;0;28
230417;0;23
230418;0;15
230419;0;14
230420;0;11
230421;0;13
230422;0;25
230423;0;23
230424;0;14
230425;0;26
230426;0;26
230427;0;23
230428;0;7
230429;0;18
230430;0;29
230501;0;38
230502;0;22
230503;0;47
230504;0;93
230505;0;17
230506;0;11
230507;0;53
230508;0;39
230509;0;61
230510;0;43
230511;0;30
230512;0;38
230513;0;47
230514;0;40
230515;0;18
230516;0;49
230517;0;46
230518;0;20
230519;0;50
230520;0;27
230521;0;12
230522;0;13
230523;0;8
230524;0;11
230525;0;17
230526;0;57
230527;0;26
230528;0;32
230529;0;32
230530;0;46
230531;0;52
230601;0;20
230602;0;11
230603;0;34
230604;0;65
